raw_name,canonical_org,org_type,canonical_homepage_url,facility_name,facility_city,facility_state,facility_country,facility_url,notes
Union Iron & Metal,Union Iron & Metal,Scrap Yard,,,,,US,,
🚛 Oklahoma,🚛 Oklahoma,Unknown,,,,,US,,
"CMC Recycling (Oklahoma City, Lawton)",Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
SA Recycling (Tulsa),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Tulsa),,,US,,
Yaffe Iron & Metal,Yaffe Iron & Metal,Scrap Yard,,,,,US,,
Liberty Iron & Metal (regional),Liberty Iron & Metal (regional),Scrap Yard,,,,,US,,
Tulsa Metal Recycling,Tulsa Metal Recycling,Scrap Yard,,,,,US,,
Allied Metals,Allied Metals,Scrap Yard,,,,,US,,
Sooner Metal & Recycling,Sooner Metal & Recycling,Scrap Yard,,,,,US,,
🚛 Oregon,🚛 Oregon,Unknown,,,,,US,,
"Schnitzer / Radius Recycling (Portland, Eugene)",Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
Calbag Metals,Calbag Metals,Scrap Yard,https://www.calbag.com/,,,,US,,
Far West Recycling (more MRF but still metals),Far West Recycling (more MRF but still metals),Scrap Yard,,,,,US,,
Cherry City Metals,Cherry City Metals,Scrap Yard,https://cherrycitymetals.com/,,,,US,,
Rivergate Scrap Metals,Rivergate Scrap Metals,Scrap Yard,,,,,US,,
Northwest Metals & Salvage,Northwest Metals & Salvage,Scrap Yard,,,,,US,,
🚛 Pennsylvania,🚛 Pennsylvania,Unknown,,,,,US,,
(enormous; sampling majors),(enormous; sampling majors),Unknown,,,,,US,,
AMG Resources,AMG Resources,Unknown,,,,,US,,
OmniSource (some presence),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
Sims Metal,Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
"EMR (Philadelphia, Pittsburgh)",EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
Joseph Freedman Co. (eastern PA/MA region),Joseph Freedman Co. (eastern PA/MA region),Unknown,,,,,US,,
Cougle’s Recycling,Cougle’s Recycling,Scrap Yard,,,,,US,,
Morris Iron & Steel,Morris Iron & Steel,Unknown,,,,,US,,
Bethlehem Apparatus scrap operations,Bethlehem Apparatus scrap operations,Scrap Yard,,,,,US,,
Kimmel Scrap Iron & Metal (PA/MI mix),Kimmel Scrap Iron & Metal (PA/MI mix),Scrap Yard,,,,,US,,
Cohen Recycling (western PA via RMR ties),Cohen Recycling (western PA via RMR ties),Scrap Yard,,,,,US,,
🚛 Rhode Island,🚛 Rhode Island,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Providence),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Mid-City Scrap Iron & Salvage (cross-state from MA),Mid-City Scrap Iron & Salvage (cross-state from MA),Scrap Yard,,City Scrap Iron & Salvage (cross-state from MA),,,US,,
Sims Metal (Quonset area),Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
Rhode Island Recycled Metals,Rhode Island Recycled Metals,Scrap Yard,,,,,US,,
Seekonk/Attleboro MA yards pulling RI traffic,Seekonk/Attleboro MA yards pulling RI traffic,Unknown,,,,,US,,
🚛 South Carolina,🚛 South Carolina,Unknown,,,,,US,,
OmniSource (various),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
SA Recycling (Charleston/port),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Charleston/port),,,US,,
CMC Recycling,Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
Nucor-affiliated scrap yards,Nucor Corporation,Steel Mill,https://www.nucor.com/,affiliated scrap yards,,,US,,
Carolina Scrap Metal,Carolina Scrap Metal,Scrap Yard,,,,,US,,
Charleston Steel & Metal,Charleston Steel & Metal,Scrap Yard,,,,,US,,
Burns Recycling,Burns Recycling,Scrap Yard,,,,,US,,
🚛 South Dakota,🚛 South Dakota,Unknown,,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
A&B Welding Supply / metals arm,A&B Welding Supply / metals arm,Scrap Yard,,,,,US,,
Sioux Falls Iron & Metal,Sioux Falls Iron & Metal,Scrap Yard,,,,,US,,
Rapid City Recycling,Rapid City Recycling,Scrap Yard,,,,,US,,
🚛 Tennessee,🚛 Tennessee,Unknown,,,,,US,,
"PSC Metals (Nashville, Chattanooga, Knoxville)","PSC Metals (Nashville, Chattanooga, Knoxville)",Scrap Yard,,,,,US,,
SA Recycling (Memphis),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Memphis),,,US,,
Southern Recycling (Bowling Green/Paducah/tri-state),Southern Recycling (Bowling Green/Paducah/tri-state),Scrap Yard,,state),,,US,,
OmniSource (Memphis/West TN),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Volunteer Scrap,Volunteer Scrap,Scrap Yard,,,,,US,,
RockTenn / WestRock scrap subsidiaries,RockTenn / WestRock scrap subsidiaries,Scrap Yard,,,,,US,,
Knoxville Scrap & Recycling,Knoxville Scrap & Recycling,Scrap Yard,,,,,US,,
Chattanooga Scrap Metal,Chattanooga Scrap Metal,Scrap Yard,,,,,US,,
Memphis Wrecking/Scrap,Memphis Wrecking/Scrap,Scrap Yard,,,,,US,,
🚛 Texas,🚛 Texas,Unknown,,,,,US,,
(huge; partial but rich),(huge; partial but rich),Unknown,,,,,US,,
SA Recycling (massive footprint),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(massive footprint),,,US,,
CMC Recycling (dozens),Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
Schnitzer / Radius Recycling,Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
EMR Metal Recycling,EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
Sims Metal,Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
OmniSource (Steel Dynamics Texas),"Steel Dynamics, Inc.",Steel Mill,https://www.steeldynamics.com/,,,,US,,
Nucor affiliates,Nucor Corporation,Steel Mill,https://www.nucor.com/,,,,US,,
Southern Core / DFW region yards,Southern Core / DFW region yards,Unknown,,,,,US,,
Houston Metals & Recycling,Houston Metals & Recycling,Scrap Yard,,,,,US,,
Texas Recycling (Dallas),Texas Recycling (Dallas),Scrap Yard,,,,,US,,
Austin Metal & Iron,Austin Metal & Iron,Scrap Yard,,,,,US,,
Texarkana Recycling,Texarkana Recycling,Scrap Yard,,,,,US,,
Alamo Metals (San Antonio),Alamo Metals (San Antonio),Scrap Yard,,,,,US,,
AAA Recycling & Trash Disposal (metals division),AAA Recycling & Trash Disposal (metals division),Scrap Yard,,,,,US,,
Arrow Scrap / Iron & Metals chains,Arrow Scrap / Iron & Metals chains,Scrap Yard,,,,,US,,
Mustang Cat / heavy rental yards with scrap tie-ins,Mustang Cat / heavy rental yards with scrap tie-ins,Scrap Yard,,ins,,,US,,
🚛 Utah,🚛 Utah,Unknown,,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
Western Metals Recycling (WMR),Western Metals Recycling (WMR),Scrap Yard,,,,,US,,
Metro Group / Metro Recycling,Metro Group / Metro Recycling,Scrap Yard,,,,,US,,
Utah Metal Works,Utah Metal Works,Scrap Yard,,,,,US,,
Scrap It / local yards,Scrap It / local yards,Scrap Yard,,,,,US,,
Allied Metals,Allied Metals,Scrap Yard,,,,,US,,
🚛 Vermont,🚛 Vermont,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Burlington area),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
EverGreen Recycling,EverGreen Recycling,Scrap Yard,,,,,US,,
Myers Recycling Center,Myers Recycling Center,Scrap Yard,,,,,US,,
Central Vermont Solid Waste scrap programs,Central Vermont Solid Waste scrap programs,Scrap Yard,,,,,US,,
🚛 Virginia,🚛 Virginia,Unknown,,,,,US,,
"SA Recycling (Portsmouth, etc.)",SA Recycling,Scrap Yard,https://www.sarecycling.com/,"(Portsmouth, etc.)",,,US,,
Sims Metal (seaports),Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
Davis Recycling (Bristol region),Davis Recycling (Bristol region),Scrap Yard,,,,,US,,
Davis Iron & Metal VA,Davis Iron & Metal VA,Scrap Yard,,,,,US,,
RMR / River Metals (cross-river in OH/KY but pulling VA material),RMR / River Metals (cross-river in OH/KY but pulling VA material),Scrap Yard,,river in OH/KY but pulling VA material),,,US,,
Richmond Scrap Iron & Metal,Richmond Scrap Iron & Metal,Scrap Yard,,,,,US,,
Norfolk Iron & Metal (more distribution but metals),Norfolk Iron & Metal (more distribution but metals),Scrap Yard,,,,,US,,
🚛 Washington,🚛 Washington,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Seattle/Tacoma),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Pacific Iron & Metal,Pacific Iron & Metal,Scrap Yard,,,,,US,,
Seattle Iron & Metals,Seattle Iron & Metals,Scrap Yard,,,,,US,,
Nucor Steel Seattle’s feeder yards,Nucor Corporation,Steel Mill,https://www.nucor.com/,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
Skagit River Steel & Recycling,Skagit River Steel & Recycling,Scrap Yard,,,,,US,,
Spokane Recycling (various yards),Spokane Recycling (various yards),Scrap Yard,,,,,US,,
🚛 West Virginia,🚛 West Virginia,Unknown,,,,,US,,
PSC Metals (Huntington),PSC Metals (Huntington),Scrap Yard,,,,,US,,
Mountain State Recycling,Mountain State Recycling,Scrap Yard,,,,,US,,
WV Metal Recycling,WV Metal Recycling,Scrap Yard,,,,,US,,
Logan Iron & Metal,Logan Iron & Metal,Scrap Yard,,,,,US,,
Beckley Metals,Beckley Metals,Scrap Yard,,,,,US,,
Martinsburg Recycling,Martinsburg Recycling,Scrap Yard,,,,,US,,
🚛 Wisconsin,🚛 Wisconsin,Unknown,,,,,US,,
Sadoff Iron & Metal,Sadoff Iron & Metal,Scrap Yard,https://www.sadoff.com/,,,,US,,
Alter Trading,Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Miller Compressing Company,Miller Compressing Company,Unknown,,,,,US,,
All Metals Recycling (Madison),All Metals Recycling (Madison),Scrap Yard,,,,,US,,
Zepnick Scrap,Zepnick Scrap,Scrap Yard,,,,,US,,
Wisconsin Metal Tech / scrap ties,Wisconsin Metal Tech / scrap ties,Scrap Yard,,,,,US,,
Milwaukee Iron & Metal,Milwaukee Iron & Metal,Scrap Yard,,,,,US,,
Waukesha Iron & Metal,Waukesha Iron & Metal,Scrap Yard,,,,,US,,
La Crosse County Scrap,La Crosse County Scrap,Scrap Yard,,,,,US,,
🚛 Wyoming,🚛 Wyoming,Unknown,,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
Wyoming Steel & Recycling,Wyoming Steel & Recycling,Scrap Yard,,,,,US,,
Casper Iron & Metal,Casper Iron & Metal,Scrap Yard,,,,,US,,
Cheyenne Auto & Metal Recycling,Cheyenne Auto & Metal Recycling,Scrap Yard,,,,,US,,
ARIZONA SCRAP YARD LIST,ARIZONA SCRAP YARD LIST,Scrap Yard,,,,,US,,
(Everything from metals → auto salvage → brokers → converters → processors),(Everything from metals → auto salvage → brokers → converters → processors),Scrap Yard,,,,,US,,
Phoenix Metro,Phoenix Metro,Unknown,,,,,US,,
SA Recycling (multiple locations),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(multiple locations),,,US,,
Liberty Iron & Metal Southwest,Liberty Iron & Metal Southwest,Scrap Yard,,,,,US,,
MetalSort,MetalSort,Scrap Yard,,,,,US,,
Davis Metals,Davis Metals,Scrap Yard,,,,,US,,
Deer Valley Recycling,Deer Valley Recycling,Scrap Yard,,,,,US,,
Snowman Recycling,Snowman Recycling,Scrap Yard,,,,,US,,
Nebb's Recycling,Nebb's Recycling,Scrap Yard,,,,,US,,
Hendrix Salvage,Hendrix Salvage,Unknown,,,,,US,,
We Buy Scrap,We Buy Scrap,Scrap Yard,,,,,US,,
Tin Man Recycling,Tin Man Recycling,Scrap Yard,,,,,US,,
E-Z Money Recycling,E-Z Money Recycling,Scrap Yard,,Z Money Recycling,,,US,,
EZ Metals / EZ Recycling,EZ Metals / EZ Recycling,Scrap Yard,,,,,US,,
Cactus Recycling,Cactus Recycling,Scrap Yard,,,,,US,,
Arizona Scrap Iron & Metal,Arizona Scrap Iron & Metal,Scrap Yard,,,,,US,,
American Metals (Mesa + Chandler),American Metals (Mesa + Chandler),Scrap Yard,,,,,US,,
All Metal Buys Scrap (multiple locations),All Metal Buys Scrap (multiple locations),Scrap Yard,,,,,US,,
Abundio Recycling,Abundio Recycling,Scrap Yard,,,,,US,,
Accurate Phoenix Corp,Accurate Phoenix Corp,Unknown,,,,,US,,
Aim Recycling – Highland,Aim Recycling – Highland,Scrap Yard,,Highland,,,US,,
Aim Recycling – McDowell,Aim Recycling – McDowell,Scrap Yard,,McDowell,,,US,,
All Metals Recycling,All Metals Recycling,Scrap Yard,,,,,US,,
Barry Metals,Barry Metals,Scrap Yard,,,,,US,,
Bizy V’s Recycling,Bizy V’s Recycling,Scrap Yard,,,,,US,,
Bright Gate Recycling,Bright Gate Recycling,Scrap Yard,,,,,US,,
Broadway Metal Recycling,Broadway Metal Recycling,Scrap Yard,,,,,US,,
GT Auto Recycle,GT Auto Recycle,Unknown,,,,,US,,
Carillo Recycle,Carillo Recycle,Unknown,,,,,US,,
CBS Holdings,CBS Holdings,Unknown,,,,,US,,
Cedillo Recycling,Cedillo Recycling,Scrap Yard,,,,,US,,
Copper State Metals,Copper State Metals,Scrap Yard,,,,,US,,
D&M Cores,D&M Cores,Unknown,,,,,US,,
Durable Metals,Durable Metals,Scrap Yard,,,,,US,,
Edgar Recycling,Edgar Recycling,Scrap Yard,,,,,US,,
EVT Recycling (Apache Junction),EVT Recycling (Apache Junction),Scrap Yard,,,,,US,,
Flores Recycling,Flores Recycling,Scrap Yard,,,,,US,,
Froy Transport,Froy Transport,Unknown,,,,,US,,
GMR Acquisition,GMR Acquisition,Unknown,,,,,US,,
HVAC Recycling,HVAC Recycling,Scrap Yard,,,,,US,,
I Buy Scrap (Tempe),I Buy Scrap (Tempe),Scrap Yard,,,,,US,,
JJ’s Recycling (multiple),JJ’s Recycling (multiple),Scrap Yard,,,,,US,,
Jose Angle Recycling,Jose Angle Recycling,Scrap Yard,,,,,US,,
L&M Cores,L&M Cores,Unknown,,,,,US,,
Maricopa Recycling,Maricopa Recycling,Scrap Yard,,,,,US,,
Mega Metals,Mega Metals,Scrap Yard,,,,,US,,
Michaels Metals,Michaels Metals,Scrap Yard,,,,,US,,
Mini’s Recycling (multiple),Mini’s Recycling (multiple),Scrap Yard,,,,,US,,
Nebb’s Recycling,Nebb’s Recycling,Scrap Yard,,,,,US,,
OG Recycling (Sun Lakes/Tempe),OG Recycling (Sun Lakes/Tempe),Scrap Yard,,,,,US,,
Olgin Efune Recycling,Olgin Efune Recycling,Scrap Yard,,,,,US,,
P&P Recycling,P&P Recycling,Scrap Yard,,,,,US,,
Peña’s Recycle,Peña’s Recycle,Unknown,,,,,US,,
Perez Recycling,Perez Recycling,Scrap Yard,,,,,US,,
Pioneer International,Pioneer International,Unknown,,,,,US,,
R.P.M. Scrap & Recycling,R.P.M. Scrap & Recycling,Scrap Yard,,,,,US,,
Recycle Today LLC,Recycle Today LLC,Unknown,,,,,US,,
Revolutionized Recycling,Revolutionized Recycling,Scrap Yard,,,,,US,,
RZR Mechanical,RZR Mechanical,Unknown,,,,,US,,
S & S Metals,S & S Metals,Scrap Yard,,,,,US,,
SA Recycling (multiple),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(multiple),,,US,,
Scrap IT Recycling,Scrap IT Recycling,Scrap Yard,,,,,US,,
Scrap Metal Exchange,Scrap Metal Exchange,Scrap Yard,,,,,US,,
Snowman Recycling,Snowman Recycling,Scrap Yard,,,,,US,,
Solis Recycling,Solis Recycling,Scrap Yard,,,,,US,,
South Valley Recyclers,South Valley Recyclers,Unknown,,,,,US,,
Southwest Metals,Southwest Metals,Scrap Yard,,,,,US,,
SS Recycling,SS Recycling,Scrap Yard,,,,,US,,
Superior Recycling,Superior Recycling,Scrap Yard,,,,,US,,
Ted Refiners,Ted Refiners,Unknown,,,,,US,,
The Recycling Spot,The Recycling Spot,Scrap Yard,,,,,US,,
Tin Man Scrap & Recycling,Tin Man Scrap & Recycling,Scrap Yard,,,,,US,,
Troy & Sons Recycling,Troy & Sons Recycling,Scrap Yard,,,,,US,,
Turbine Alloys,Turbine Alloys,Unknown,,,,,US,,
VMH Recycling,VMH Recycling,Scrap Yard,,,,,US,,
Westech Recyclers,Westech Recyclers,Unknown,,,,,US,,
We Buy Scrap Metal 59,We Buy Scrap Metal 59,Scrap Yard,,,,,US,,
Who Gives A Scrap Metal,Who Gives A Scrap Metal,Scrap Yard,,,,,US,,
Tucson / Southern AZ,Tucson / Southern AZ,Unknown,,,,,US,,
Tucson Iron & Metal,Tucson Iron & Metal,Scrap Yard,,,,,US,,
Recyco (multiple),Recyco (multiple),Unknown,,,,,US,,
Desert Metals Recycling,Desert Metals Recycling,Scrap Yard,,,,,US,,
Lamb Depollution (2),Lamb Depollution (2),Unknown,,,,,US,,
All Metals LLC,All Metals LLC,Scrap Yard,,,,,US,,
Arizona Recycles LLC,Arizona Recycles LLC,Unknown,,,,,US,,
Recyco #2,Recyco #2,Unknown,,,,,US,,
SA Recycling – Miracle Mile,SA Recycling,Scrap Yard,https://www.sarecycling.com/,Miracle Mile,,,US,,
SA Recycling – Ajo Way,SA Recycling,Scrap Yard,https://www.sarecycling.com/,Ajo Way,,,US,,
Rest of Arizona,Rest of Arizona,Unknown,,,,,US,,
Prescott Salvage & Recycling,Prescott Salvage & Recycling,Scrap Yard,,,,,US,,
"Bulldog Disposal (Kingman, Bullhead, Lake Havasu)","Bulldog Disposal (Kingman, Bullhead, Lake Havasu)",Unknown,,,,,US,,
Gardner & Sons (Camp Verde),Gardner & Sons (Camp Verde),Unknown,,,,,US,,
S&D Auto Wrecking (Show Low),S&D Auto Wrecking (Show Low),Scrap Yard,,,,,US,,
T&D Recycling (Lakeside),T&D Recycling (Lakeside),Scrap Yard,,,,,US,,
Yavapai Metal Recycling,Yavapai Metal Recycling,Scrap Yard,,,,,US,,
Yuma Recyclers,Yuma Recyclers,Unknown,,,,,US,,
ABC Metals (Yuma),ABC Metals (Yuma),Scrap Yard,,,,,US,,
SA Recycling (Yuma),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Yuma),,,US,,
Pioneer International,Pioneer International,Unknown,,,,,US,,
INDIANA SCRAP YARD LIST,INDIANA SCRAP YARD LIST,Scrap Yard,,,,,US,,
(You already know most of these but here’s the clean list),(You already know most of these but here’s the clean list),Unknown,,,,,US,,
OmniSource (statewide),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
MetalX,MetalX,Scrap Yard,https://www.metalx.com/,,,,US,,
Mervis Recycling,Mervis Recycling,Scrap Yard,,,,,US,,
Newco Metals,Newco Metals,Scrap Yard,https://www.newcometals.com/,,,,US,,
River Metals (RMR),River Metals (RMR),Scrap Yard,,,,,US,,
Sims Metal,Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
Scrap Metal Services (SMS),Scrap Metal Services (SMS),Scrap Yard,,,,,US,,
AMG Resources,AMG Resources,Unknown,,,,,US,,
Winski Brothers,Winski Brothers,Unknown,,,,,US,,
Oscar Winski Co.,Oscar Winski Co.,Unknown,,,,,US,,
Schupan,Schupan,Unknown,https://www.schupan.com/,,,,US,,
Sam Winer & Co,Sam Winer & Co,Unknown,,,,,US,,
CMA Recycling,CMA Recycling,Scrap Yard,,,,,US,,
Red Ball Recycling,Red Ball Recycling,Scrap Yard,,,,,US,,
Metal Source (multiple towns),Metal Source (multiple towns),Scrap Yard,,,,,US,,
Dumes Inc,Dumes Inc,Unknown,,,,,US,,
QRS Recycling,QRS Recycling,Scrap Yard,,,,,US,,
Bedford Recycling,Bedford Recycling,Scrap Yard,,,,,US,,
JB’s Salvage,JB’s Salvage,Unknown,,,,,US,,
Gabriel Metals,Gabriel Metals,Scrap Yard,,,,,US,,
Dynamic Metal Recycling,Dynamic Metal Recycling,Scrap Yard,,,,,US,,
Material Recycling Inc,Material Recycling Inc,Scrap Yard,,,,,US,,
Curve Street Metals,Curve Street Metals,Scrap Yard,,,,,US,,
Midwest PGM (multiple),Midwest PGM (multiple),Unknown,,,,,US,,
Lucas Recycling,Lucas Recycling,Scrap Yard,,,,,US,,
Farnsworth Metal Recycling,Farnsworth Metal Recycling,Scrap Yard,,,,,US,,
Process Iron & Metal,Process Iron & Metal,Scrap Yard,,,,,US,,
Bunn Box,Bunn Box,Unknown,,,,,US,,
Fire Dawgs,Fire Dawgs,Unknown,,,,,US,,
Hoosier Metals,Hoosier Metals,Scrap Yard,,,,,US,,
Paul’s Auto Yard,Paul’s Auto Yard,Unknown,,,,,US,,
Preferred Recycling,Preferred Recycling,Scrap Yard,,,,,US,,
Zore’s Recycling,Zore’s Recycling,Scrap Yard,,,,,US,,
Indy Metal Exchange,Indy Metal Exchange,Scrap Yard,,,,,US,,
Cash4Scrap Indy,Cash4Scrap Indy,Scrap Yard,,,,,US,,
East Chicago Metal Recyclers,East Chicago Metal Recyclers,Scrap Yard,,,,,US,,
Hammond Recycling,Hammond Recycling,Scrap Yard,,,,,US,,
Calumet Recycling,Calumet Recycling,Scrap Yard,,,,,US,,
Griffith Recycling,Griffith Recycling,Scrap Yard,,,,,US,,
Gary Scrap & Steel,Gary Scrap & Steel,Scrap Yard,,,,,US,,
Hobart Iron & Metal,Hobart Iron & Metal,Scrap Yard,,,,,US,,
Michigan City Scrap,Michigan City Scrap,Scrap Yard,,,,,US,,
Elkhart Metal Recyclers,Elkhart Metal Recyclers,Scrap Yard,,,,,US,,
Goshen Recycling,Goshen Recycling,Scrap Yard,,,,,US,,
Warsaw Scrap & Metal,Warsaw Scrap & Metal,Scrap Yard,,,,,US,,
Evansville Iron & Metal,Evansville Iron & Metal,Scrap Yard,,,,,US,,
Princeton Recycling,Princeton Recycling,Scrap Yard,,,,,US,,
Tell City Scrap,Tell City Scrap,Scrap Yard,,,,,US,,
Jasper Metals,Jasper Metals,Scrap Yard,,,,,US,,
Bloomington Iron & Metal,Bloomington Iron & Metal,Scrap Yard,,,,,US,,
Anderson Scrap,Anderson Scrap,Scrap Yard,,,,,US,,
Marion Scrap,Marion Scrap,Scrap Yard,,,,,US,,
Kokomo Recycling,Kokomo Recycling,Scrap Yard,,,,,US,,
Richmond Scrap,Richmond Scrap,Scrap Yard,,,,,US,,
Connersville Recycling,Connersville Recycling,Scrap Yard,,,,,US,,
Greensburg Metals,Greensburg Metals,Scrap Yard,,,,,US,,
Columbus Scrap,Columbus Scrap,Scrap Yard,,,,,US,,
Terre Haute Metals,Terre Haute Metals,Scrap Yard,,,,,US,,
Brazil Scrap,Brazil Scrap,Scrap Yard,,,,,US,,
Hartford Iron & Metal,Hartford Iron & Metal,Scrap Yard,,,,,US,,
Vincennes Metal Buyers,Vincennes Metal Buyers,Scrap Yard,,,,,US,,
Lapaz Iron & Metal,Lapaz Iron & Metal,Scrap Yard,,,,,US,,
Adams Auto Salvage,Adams Auto Salvage,Scrap Yard,,,,,US,,
L&W Auto,L&W Auto,Unknown,,,,,US,,
Lake Iron & Metal,Lake Iron & Metal,Scrap Yard,,,,,US,,
Porter County Iron & Metal,Porter County Iron & Metal,Scrap Yard,,,,,US,,
Rochester Iron & Metal,Rochester Iron & Metal,Scrap Yard,,,,,US,,
Kendallville Iron & Metal,Kendallville Iron & Metal,Scrap Yard,,,,,US,,
Neal’s Scrap,Neal’s Scrap,Scrap Yard,,,,,US,,
Solotken,Solotken,Unknown,,,,,US,,
Circle City Metals,Circle City Metals,Scrap Yard,,,,,US,,
ILLINOIS SCRAP YARD LIST,ILLINOIS SCRAP YARD LIST,Scrap Yard,,,,,US,,
(Chicagoland + statewide),(Chicagoland + statewide),Unknown,,,,,US,,
Top Corporate,Top Corporate,Unknown,,,,,US,,
Alter Trading,Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Behr Iron & Metal,Behr Iron & Metal,Scrap Yard,https://www.behrim.com/,,,,US,,
Belson Steel Center Scrap,Belson Steel Center Scrap,Scrap Yard,,,,,US,,
Central Metal Recycling,Central Metal Recycling,Scrap Yard,,,,,US,,
All American Recycling,All American Recycling,Scrap Yard,,,,,US,,
American Scrap Metal,American Scrap Metal,Scrap Yard,,,,,US,,
RMR (River Metals),RMR (River Metals),Scrap Yard,,,,,US,,
Legacy Scrap,Legacy Scrap,Scrap Yard,,,,,US,,
K&K Material / Metal Recycling,K&K Material / Metal Recycling,Scrap Yard,,,,,US,,
Quincy Recycle,Quincy Recycle,Unknown,,,,,US,,
Mervis Recycling,Mervis Recycling,Scrap Yard,,,,,US,,
SMS (Scrap Metal Services),SMS (Scrap Metal Services),Scrap Yard,,,,,US,,
Padnos (near IL),PADNOS,Scrap Yard,https://www.padnos.com/,(near IL),,,US,,
GLR (near IL),GLR (near IL),Unknown,,,,,US,,
Chicago & Collar Counties,Chicago & Collar Counties,Unknown,,,,,US,,
Windy City Metals,Windy City Metals,Scrap Yard,,,,,US,,
Cal City Scrap,Cal City Scrap,Scrap Yard,,,,,US,,
Harvey Metals,Harvey Metals,Scrap Yard,,,,,US,,
Dolton Scrap,Dolton Scrap,Scrap Yard,,,,,US,,
Chicago Heights Steel & Scrap,Chicago Heights Steel & Scrap,Scrap Yard,,,,,US,,
Gale Street Recycling,Gale Street Recycling,Scrap Yard,,,,,US,,
Blue Island Recycling,Blue Island Recycling,Scrap Yard,,,,,US,,
Cicero Scrap,Cicero Scrap,Scrap Yard,,,,,US,,
Berwyn Recycling,Berwyn Recycling,Scrap Yard,,,,,US,,
Maywood Metals,Maywood Metals,Scrap Yard,,,,,US,,
Melrose Park Metals,Melrose Park Metals,Scrap Yard,,,,,US,,
Addison Metal,Addison Metal,Scrap Yard,,,,,US,,
Lombard Metals,Lombard Metals,Scrap Yard,,,,,US,,
West Chicago Metals,West Chicago Metals,Scrap Yard,,,,,US,,
Carol Stream Recycling,Carol Stream Recycling,Scrap Yard,,,,,US,,
Schaumburg Scrap,Schaumburg Scrap,Scrap Yard,,,,,US,,
Skokie Scrap,Skokie Scrap,Scrap Yard,,,,,US,,
Evanston Metals,Evanston Metals,Scrap Yard,,,,,US,,
North Shore Scrap (Northbrook),North Shore Scrap (Northbrook),Scrap Yard,,,,,US,,
Niles Recycling,Niles Recycling,Scrap Yard,,,,,US,,
Des Plaines Metals,Des Plaines Metals,Scrap Yard,,,,,US,,
Aurora Scrap,Aurora Scrap,Scrap Yard,,,,,US,,
Naperville Metals,Naperville Metals,Scrap Yard,,,,,US,,
Batavia Iron & Metal,Batavia Iron & Metal,Scrap Yard,,,,,US,,
Geneva Metals,Geneva Metals,Scrap Yard,,,,,US,,
